NAZWA_1;NAZWA_2
Chlebika;Władysława
plac Jagiełły;
Podleszcze;
Pachniówka;
Na Granice;
Kuglina;Jana
Laskier;Rutki
Lutza;dr Jerzego
Czapielska;
Przy Trakcie;
Koziańskie;
Krzywa Wieś;
Nad stawem;
Maderskiego;Tadeusza
os. Sikora;
Labiryntowa;
Wilczynek;
Różaniecka;
Starzawa Rolna;
Jansona;ks. Józefa
Przeliorza;Brunona
Gzichowska;
Kolonia C;
Kolonia D;
Skwer Perłowy;
Grabowieckiego;Sebastiana
Kołomyjska;
Aleja Zamkowa;
Spawalnicza;
Góra Augusta;
Żelezika;Studenta Henryka
Tondyry;
Palecka;
Plac Vlotho;
Nitowa;
Bulińskiego;Melchiora
Kurzypińskiego;Mieczysława
Szei;Mariana
Potworowskich;Gustawa i Edwarda
Zaratajka;
Ugodowa;
Danielewskiej;Łucji
Brzuchowicka;
Oleksiaka;Władysława
Hozera;Kazimierza
Polcera;Juliana
Reya;Stanisława
Lipskiej;Sary
Park Wschodni;
Do Źródła;
Fulmana;Biskupa Mariana
Gierlińskiego;por. Zdzisława
Biskowa;
Duchowizna;
Kapitałowa;
Migowej;Jadwigi
Gusowskiego;Alojzego Pawła
Mańczaków;
Motykówny;Heleny
Edelburgis;siostry Marii
Obrębskiego;Księdza Józefa
Grynia;Wirgiliusza
Barlineckie;
Na Zakońce;
Milke;Wacława
Na Bory;
Kudybówka;
Kuratowskiej;Zofii
Rondo Twierdza;
plac Staszica;
Metrologów;
Naramskiego;Andrzeja
Krasne;
Aleja Żytawska;
Aleksandrowicz;Marii
Galery;Franciszka
Dąbrowszczaków;
Ciupka;Pawła
Rondo Ruda;
Kubonia;Ks.
Gościnności;
Stumilowy Las;
Droga Jakubowa;
Zagóry;
Subtelna;
Niedziałka;Księdza Jana
Borówienko;
Łukomskiego;ks. bp. Stanisława Kostki
Drogi Mlecznej;
Ostoja Bukowo;
Bańdy;
Wędzichówka;
Nad Strachą;
Most Zbójników;
Rondo Kralupy;
Białej Floty;
aleja Piastów;
plac Inwalidów;
Kobyłówka;
Nasiejówka;
Złote Pola;
Pod Kuźnią;
Orłówka;
Kosmyrówka;
Tenczyńskich;
Na Hektary;
Do Milówki;
Platoniczna;
Skrzypczyka;Juliusza
Ptasi Zagajnik;
Eckerta;Profesora Mariana
Osada za Lasem;
Fokstrota;
Rybi Rynek;
Przebiśniegu;
Zbyluta;im.
Plac Bramsche;
Ludwińska;
Litwa;
Jodłowicka;
Czarnuszkowa;
Chodukiewicza;o. Lucjusza
Samorządki;
Tresnaki;
Akwamarynowa;
Rondo Strażaka;
Boguszyńska;
Aleja Astrów;
Pl. Młyński;
Byrkowskiego;doktora Leopolda
Plac Szkolny;
Patria;
Roosevelt;Anny Eleanor
Bobrówka;
Szmalca;
Hirschfeldera;Błogosławionego Księdza Gerharda
Krążek;
Starej Brzozy;
Mozdyniewicza;pułkownika Mieczysława
Na Szachownicę;
Predera;Księdza Bronisława
Fetlińskiej;Senator Janiny
Nidecka;
Sadurka;
Emilewo;
Synaka;Brunona
Spójności;
Nocnej Sowy;
Będkowskiego;mjr. Leona
Konstrukcyjna;
Samoleja;Księdza Jana
Rondo Vitre;
Paradowskiej;Marii
Pietrygi;Erazma
plac Lotnictwa;
Misiowiec;
Głowaczówka;
Pod Dworem;
Łyżbickiego;Pawła
Pod Czantorią;
Na Pąchalskie;
Racula-Dębowa;
Stuletnia;
Na Oazie;
Osiedle Zgoda;
Dowgirda;Doc. Adama
Kocewka;
Czeredowa;
Konopówka;
Burby;kpt Józefa
Edytorska;
Żybułtowskiej;Heleny
Dolina Staw;
Róża Wiatrów;
Górna Polska;
Rynek Mariacki;
Myszołowa;
Sóweczki;
Brzegówki;
Kołacza;Brata Maurycego
Osowickiej;Reginy
Torowa Boczna;
Walencow;Zofii
Sulistrowicka;
Wielmoska;
Zaradna;
Kmieci;
Owcy-Orwicza;dr.
Monda;Generała Bernarda
Szczeklika;Porucznika
Konik Polny;
Zasłonki;Wiesława
Staw;
Kunerta;Józefa
Calika;Kazimierza
Plac Uciecha;
Kropiatki;
Welta;Moryca
Bauma;Maksa
Aleja Muzyków;
Na Cyplu;
Bobkowska;
Sasów;
Misztala;Prof. Franciszka
Wolfram;dr Izabeli
Trzebniki;
Mastejów;Adeli i Marcina
Zimna Góra;
Żochowskiego;ppłk Stanisława
Zapory;Majora
Mączyńskiej;Barbary
Przy Nowinie;
Szczyglicka;
Os. Familijne;
Pl. Wazów;
Karasiewicza;Doktora
Kolonia Górka;
Zielona Aleja;
Pałach;Weroniki
Stolarczyka;ks. Józefa
600 Lecia;
Osiedle Wodne;
Rondo Zgody;
os. Lubowiec;
Pod lasem;
Rohowska;
Bukowe Wzgórze;
Łempickiej;s. Marii
Na Machaczki;
Koplana;
os. Graby;
Kajdasza;Edmunda
Kapuściana;
Chyby;
Milkowska;
Na Równiku;
Kalfcugel;
Modrzyka;Marka Fr.
Hirta;Franciszka
Wrocławianek;
Mondriana;Pieta
Park Słoneczny;
Pod Sosno;
Grabowe Góry;
Gubały;por. Ryszarda
Surfinii;
Aksamitek;
Ornassa;Franciszka
Jaksiewicza;Józefa
Bryńskiego;
Pohoreckiej;Janiny
Chachaja;Władysława
Aleja Polipol;
Grackiego;Gustawa
Chełmińskich;Biskupów
Dłubniańska;
Motoszko;Michała
Rataj;Marii
Rębajło;płk.
Aukcyjna;
Wrzosowe Łąki;
Morawieckiego;Kornela
Zakutyna;
Kraina Alpaki;
park Młodzieży;
Spachacza;ks. Zbigniewa
Przy Figurce;
rondo Gryfa;
Nad Duńczycą;
Wiśniówka;
Faceliowa;
Wasaka;Ks. Prał. Wojciecha
Błahuta;Dominika
Park Cedron;
Goździa;por. pil. Czesława
Przy Pętli;
Mosera;Mojżesza
Zaczynaj;
Pabianki;Dolina
Za wałem;
Budnika;Księdza Stanisława
Cetysówny;Marii
Kasyny;Ks. Leona
Pająki;
Bogumilska;
Wojewodze;
Biensa;Paula
Wendyjska;
Kościa;Księdza Tomasza
Swanka;
Cichy zakątek;
Zaborcze;
Mełchowska;
Siedmiu Braci;
Kuppera;Księdza
Haukego;Gen. Maurycego
Kolonia Tucze;
Solarna;
Pokusów;Fundacji im. Z. i W.
Na Huby;
Obłockiego;Krzysztofa
Filigranowa;
Villa Morena;
Żałobna;
Liberki;Jana
Św. Ducha;
Hake;płk. Czesława
Szuty;Ks. Bernarda
Malinki;
Welca;Jana
Dzikich Ptaków;
Obuwników;
Zimna Rzeczka;
Brzęczki;Bosmana Jana
Rębisza;ks. Prałata Fr.
Plac Smykały;
Szwarc;Haliny
Herbu Janina;
Os. Korcza;
Os. Kuwik;
Os. Kierczaki;
Os. Gierkówka;
Wińskiej;Urszuli
Pobiedacza;Piotra
Rondo Lievin;
Smagula;
Uczuciowa;
Sarni Dwór;
Martusewicz;Zofii
Seifrieda;Eugeniusza
Park Saski;
Dalmacka;
Wawrzynowicza;Ludwika
Koniec;
Makosza;plut. Gerarda
Fadom;
Masarczyka;ks. Antoniego
Podkamienica;
Ścisła;
Kaszuba;
Wituckiego;ks. Generała Bernarda
Lisów;
Serwerowa;
Dymarskiego;Ks.Mjr Franciszka
Pole Szarży;
Sygnetowa;
Smitha Pattona;gen. George'a
Faworytki;
Semkowa;Jerzego
Radlicka;
Szelest;
Plac 250-lecia;
Raatza;Władysława
Cynkownicza;
Moreny;
Beszczyńskiego;Edmunda
Borucińska;
Nad Myślą;
Arkuszyńskiego;Gen. Aleksandra
Mzurowska;
Serdecznika;
Aleja Kolejowa;
Midury;Franciszka
Wilcze Pole;
Papieżów;Stanisławy i Józefa
Wellengera;Alfreda
Rola;
Podgrzybka;
Mysłówek;
Aleja Ceynowy;
Krzemieńczyk;
Malinowe Lato;
Na Belfort;
Na Zamek;
Muślinowa;
700 Lecia;
Sadowników;
Biały Dworek;
Oktawy;
Herbu Korab;
Krzemińskich;Antoniego i Władysława
Paszoty;Ks. Józefa
Lisi Dukt;
Klin Zachodni;
Norty;
Aleja Fiołkowa;
Kotuszowska;
Ramiszowska;
Biegowa;
Leśniczego;
Wieczyska;
Zajęcy;
Niedźwiedzi;
Wielka Góra;
da Gamy;Vasco
Huta Józefów;
Sanny;Błogosławionej Elżbiety
Kloskowskiego;Edmunda
Osiedle Kople;
Drzymałowska;
Pompejańska;
Donas;
Sulęczyńska;
Pod Rosochatkę;
Stryjeńska;
Wzgórze Kamień;
Złote Wzgórze;
Liberskiego;ks. Wojciecha
Pod Fiołkami;
Krępa-Miętowa;
Zrzeszyńców;
Ottona;
Rondo Portowe;
Abramczyka;Ks. Wacława
Culica;Majora Stanisława
Gawrysia;Profesora
Plac Gryfitów;
Waseli;ks. Kazimierza
Kriegera;Ignacego
Leśny Świt;
Ziembickiego;Księdza Ignacego
Bukówiecka;
Sobeskiego;Michała
Wachniewskiej;
Waksmundzkiego;prof. Andrzeja
Libańska;
Rostworowskich;
Trzmielinowa;
Róży Sybiru;
Kamieni;
Krzeszewskiego;Jana
Za Tamą;
Na Podwale;
Syryjska;
Cooka;Jamesa
Zub-Zdanowicza;Leonarda
Studnisko;
Sokólskich;
Ekologów;
Palmety;
Goździka;
Sowiakowskiego;doktora Jeremiasza
Żmurki;Franciszka
Bony Sforzy;
Kontkiewicza;prof. Stanisława
Zbierskiego;Dominika
Sarnia Skałka;
Doliny Narwi;
Kelera;ks. dr. Konrada
Leszkiewicza;Księdza Wacława
Greinke;Franciszka
Frankla;Samuela
Za Młynem;
Modraszkowa;
Sząfałdzka;
Karabona;Bohdana
Osiedle 104;
Dzikiego Bzu;
Jerzego II;Księcia
Sowiarka;
Zasadzkiego;Leszka
Zagródź;
Kulinarna;
Skorolecka;
Skórzewskiej;Olimpii
Panoniewo;
Pasy Leśne;
Garcowiec;
Aignera;Chrystiana Piotra
Nad Dunajcem;
Sabatowskiego;kpt. Leona
Słonecznika;
Wiekowego Dębu;
Zwolakiewicza;Adama
Raczyńskiej;Hrabiny
Plac Sępa;
Krzaka;Ks. Janusza
Ochla-Imbirowa;
Aleja Miła;
Zarembskiego;Ks. Józefa
Vermeera;Jana
Plac Farny;
Na Pustkach;
Sowia Góra;
Olearskiej;Karoliny
Miszczuka;ks. kpt. Aleksandra
Serożyńskiego;Augustyna
Blues Express;
Rondo Igloopol;
35 Lecia;
Krasińskiej;Franciszki
Harmonia;
Naumowicza;Juliusza
Latorośli;
Aleja Różowa;
Sikonia;im. Stanisława
Wyciszona;
Praw Kobiet;
Górzeńska;
Towiańskiego;Andrzeja
Pralników;
Dwa Dęby;
Rauera;
Basińskiego;Franciszka
Kurkumowa;
Dambek;kpt. Józefa
Święty Krzyż;
Eden;
Duhla;Stanisława
Demkowa;Doktora Tadeusza
Zagierskiego;dr. J.
Na Bunarze;
Przy Dworku;
Słopnicka;
Osiedle Ciszów;
Lipowica Park;
Komisowa;
Bażaniec;
Jakuszyce;
Mirażowa;
Jarców;
Starohutnicza;
Horniok-Pieńki;
Quo Vadis;
Szyba;
Galwaniego;Luigi
Marjańskiej;Ludmiły
Bochneris;
Fr.Nullo;Płk.
Wójcik;Małgorzaty
Kapłońskiego;Edmunda
Draboż;
Folwarki;
Frampolska;
Modraka;
Skrzypczaka;Księdza Mariana
Myssaka;
Przy Lipach;
Demarczyk;Ewy
A.Majkowskiego;
Matysiakówny;Krystyny
Entuzjastów;
Domanowicka;
Plac Hutnika;
Gorki;
Siemowita;księcia
Koziei;Ignacego
Kanus;
Gilarskiego;Gen. Kazimierza
Siedliskiej;Błogosławionej Franciszki
Targosza;Księdza Karola
Park Solvay;
Plac Lasoty;
Czeppe;Profesora Zdzisława
Młyńska Boczna;
Plac Nowy;
Warszauera;
Saksofonowa;
Plac Wiosenny;
Słowiki Drugie;
Sączewskiego;Jana
Sznajdera;Rafała
Retingera;Józefa
Serafina;Jana
Ratowa;
Kosowicza;Tomasza
Grel Boczna;
Mroszczaka;Majora Stanisława
Pilawskiego;Księdza
Przez Górkę;
Lewisa;C.S.
Kryptologów;
Altman;Braci
Nad Bobrem;
Dunajeckiego;ks. Antoniego
Imielińskiego;Kazimierza
Zawidzkiej;Emilii
Toporek;
Borkowskiego;dr-a Władysława
Dziurzyńskiego;ks. Antoniego
Kociatkiewicza;mjr. Kazimierza
Rokitowiec;
Kazimierówka;
Hollaka;Biskupa Józefa
Różopole;
Ślesickiego;Ppłk. Stanisława
Jurgi;Jerzego
Bacewiczównej;Grażyny
Docha;dr Antoniego i Janiny
Łąckiego;Karola
Niemarzyńska;
Wekwerta;Franciszka
Bartnika;
Goślińskiego;Zenona
Różanecznikowa;
Nowa Sadowa;
Sąsiadka;Księdza Zdzisława
Bielowizna;
Aleja ZHP;
Olszewskiej;Anny
Santorskiego;Księdza Andrzeja
Danielskiego;Księdza Wojciecha
Leśny Szum;
Urcusa;Księdza Józefa
Ośmiu Stawów;
Sokółka;
plac 3 Maja;
Bilika;dr. Adama
Łopińskiego;Romana
Dobrzynieckiej;Heleny
Wojtyski;Ojca Damiana
Srokowskiego;Kazimierza
Wilkoszewskich;Braci
Vachota;Generała Martiala
Zgliczyńskiego;Stanisława
Longina;
Kaletki;Pułkownika
Fornalskiego;Franciszka
Waśniewskiego;Księdza Hipolita
Gutkowskiego;Księdza Wincentego
Radzickiej;Anieli
Białego Dębu;
Plac Konesera;
Łoźnicka;
Vespucciego;Ameriga
Reklińska;
Szelestów;
Kawczyńska;
Aleja Sarenki;
Topór;
Skilskiego;Gen. Adama
Mrugacza;ks. płk Jana
Precyzyjna;
Lipca 1807;22
Przy Źródle;
Kamiony;
Psinko;
Jasne Wzgórze;
Sztajna;Dr Józefa
Gruella;Prezydenta Teodora
Frąckowskiego;dr med. Kazimierza
Dyrygentów;
Na Wysoki Most;
Rynek Rybacki;
Lemańskiego;Jana
Plac św. Jana;
Tłustomostka;
Plac Po Farze;
Droga Piprowa;
Karych Koni;
Juszczyka;Ks. Mariana
Nad Łowiskiem;
Myśliwskie;
Do Toru;
Tułasiewicz;Natalii
Pasaż Simonsa;
Wąski Jar;
14-Straconych;
Wodzińskiej;Marii
Źródełkowa;
Na Jaworze;
Na Kopcu;
Nikisiołki;
Gaińskiej;Haliny
Marlicza;prof. Krzysztofa
Gellerta;dra Jana
Plac Grzybowy;
Mnichów;
Nowy Wachów;
Ajewskiego;Eugeniusza
Marengo;
W Brzózkach;
Mirabelli;
Fedorczyka;płk Stanisława
Fików;Heleny i Ignacego
Aleje 3 Maja;
Stasieckiego;hm kpt Eugeniusza
Biskupka;Emanuela
Looka;Witolda
Pyrzowiec;
Kopaczewskiego;Antoniego
Kmieć;Heleny
Korala;ks. Stefana
Jungenfeldów;
Łagodzińskiego;Feliksa Tadeusza
Zwirnera;Ernsta F.
Nawary;Marka
Macy;Józefa
Racka;Franciszka
Bąby;Księdza Józefa
Hrubego;ks. Jana
Bajkał;
Skolimowskiego;Ojca Dominika
Łojewskiego;dr Michała
Doleńska;
Na Urzeczu;
Mikoszewskiego;Romualda III
Dobropolska;
Peradze;Św. Grzegorza
Scharouna;Hansa
plac Górników;
Bacyniokowa;
Polańskiej;Aleksandry
osiedle Barwne;
Podolszyńska;
Aleja Cisowa;
Zofinska;
Żytkiewicza;ks. Stanisława
Aleja Królów;
Ponadczasowa;
Gąsiorowskiej;Natalii
Wasilkowskiego;Jana
Szałka;Jana
Dobrej Energii;
Kwiasowskiego;Ignacego
Tuszetów;
Korysia;
Nowe Wzgórze;
Blisko Natury;
Bogatkowa;
Jabłonki;
Park Kresowian;
Borysiewicza;Ks.
Legatka;
Nad Omulwią;
Szadowskiego;ks. Jana
Pod Browary;
Jarosze;
Perepeczki;Marka
Rondo Ludwik;
Rondo Różane;
Dzionary;ks. Juliana
Leśnej Jeżyny;
Dworzaczkowej;Jolanty
Wencla;ks.kanonika Kazimierza
Plac Węgierski;
Dowgiałło;Stanisławy
Stare Nalewki;
Silnikowa;
Krausego;Porucznika
Mędrak;
Sztramko;Pilota Kazimierza
Rodziewiczów;dr. H. i B.
Niedermana;ks. Alfonsa
Plac Wielopole;
Niedarska;
Kazachstańska;
Leśna Dąbrowa;
Stęszewicka;
Uhlenberga;
Na Gwizdówce;
Stefanówek;
Stalskiego;Jana Pawła
Szypuły;ks. Władysława
Sternbacha;Leona Henryka
Królikiewicza;Majora Adama
Międzygminna;
Czerkiesa;Księdza Józefa
Mała Dolina;
Do Doliny;
Połanki;
"Plac ""Targowy""";
Dorożkarska;
Hałabały;
Przy Rybakówce;
Kurzmanna;Dawida Altera
Grzesiaka;Józefa
Skwer Kółeczko;
Siedmiu Dębów;
Stromienie;
Śmiśniewicza;Tadeusza
Energylandia;
Tyniecki;
Załęg;
Szarbela;Św.
Dodatek;
Na Pieronek;
Meitzena;Volkmara
Sapera;
Muśnickiego;Generała Dowbor
Hübnera;Zygmunta
Chrząstawska;
Kunowicka;
Zawada-Motyla;
Kulbata;Księdza Henryka
Zawiszanki;Zofii
Elektroników;
Orszulika;ks. bp Alojzego
Molewskiego;Lecha
Likowskiego;abpa Edwarda
Widoki;
Droga Gdyńska;
Danieli;
Bućki;Antoniego
Tekstorysa;Księdza
Kurzejów;
Gadosia;Piotra
Dynastii;
Hołdy;Zbigniewa
Musolffa;ks. Jerzego
Rewaj;Marii
Nowogarbowska;
Wilków;
Osiedle Kuce;
Osiedle Młynne;
Osiedle Kozuby;
Osiedle Polaki;
Galowska;
Aleja Azaliowa;
Aleja Liliowa;
Garbienia;dr Józefa
Szarego Wilka;
Artemskiej;Beaty
Na lotnisko;
Księżyca;
Warszawianka;
Rynek Sienny;
Przed Torami;
Osiedle Jawory;
Osiedle Skałka;
Osiedle Kłodne;
Osiedle Króle;
Plac Wałowy;
Plac Zdrojowy;
Skotnickiego;Księdza Jana
Lurowizna;
Aeroprakt;
Rondo Myśli;
Osiedle Osobie;
Osiedle Kudowe;
Osiedle Bąki;
Osiedle Bełk;
Osiedle Zawady;
Osiedle Padół;
Owińskiego;Tadeusza Szczęsnego
Linkowskiego;Władysława
Al. Zwycięzców;
Cieszyńskich;Książąt
Turmaliny;
Morganitowa;
Dziki Sad;
Aleja Bzowa;
Skorusy;ks. Franciszka
Trakt Dworski;
Szlifierza;Mikołaja
Szczęsnowicza;Księdza Stanisława
Panny Zosi;
Hematytowa;
Kowalików;
Wojczyńskiego;Edwarda Lecha
Rappa;Jakuba
Sześć Sosen;
Szanty;
Plac Szpitalny;
Osiedle Pitki;
Budnikowo;
Czarna Dróżka;
Zielona Mila;
Zielke;Ottomara
Thatcher;Margaret
Rudkowskiego;płk Romana
Al. Spacerowa;
Dziemiana;Jarosława
Bachchana;Harivansha Rai
Siarkiewicza;Józefa
Aleja Zdrowia;
Poradowskiego;Stefana
Sobieszczaka;majora Stanisława
Ścinawskich;Książąt
Złota Wiśnia;
Hoffmannów;Heleny i Bogumiła
Hlebowicza;Józefa
Dyducha;Alfreda
Ulesie;
Jesieni;
Jędrzejewskie;
Osiedle Skalne;
Osiedle Sikory;
Osiedle Czajki;
Osiedle Klępy;
Osiedle Glinik;
Plac Cmentarny;
Kietlanka;
Kador;
Rudnika;Profesora
Anieli;
Sadkowskiego;kpt. Stanisława Konstantego
Sat-Okha;
Zyskowskiego;Posła Jana
Soremby;ks. Edgara
Teskowej;Wincentyny
Odnawialna;
Gajki;
Aleja Maków;
Kropp;Lesława
Kukawskiego;Księdza Jana
Olchowa Ostoja;
Likiernika;Stanisława
Rynek Nowy;
Kwietne Łąki;
Derecha;Romualda
Zapały;dr Krystyny
park Wolności;
Porwanów;
Garncarsko;
Osiedle Zachry;
Osiedle Szlagi;
Osiedle Puchry;
Osiedle Czuby;
Osiedle Kąt;
Plac Oruński;
Pod Dąbrówkę;
Pod Ostrowite;
Jesionu;
Cisu;
Bajaderki;
Rudzina;
Różyńskiego;Porucznika Daniela
Orli Kąt;
Kurtyki;Janusza
Aleja XIX;
Gajówkowa;
Rondo Rogatka;
Złotokłosu;
Batke;ks. Jana
Jacha;Franciszka
Pruszczańska;
Kajasówka;
Na Kopaninie;
Radwanitów;
Bondosa;Alfreda
Tarki;Sędziego Michała
Na Grani;
Ciświca;
Plejewskiego;Leona
800-lecia Nysy;
Przeniosły;Jana
Do Kamieńca;
Rondo Zamech;
Waltorni;
Szmytówny;Marii
Jaworzniacy;
Warwarówka;
Rondo Wicherek;
Kilarskich;Jana i Macieja
Kajmakowa;
Benoit;Ludwika
Stawiski;
Honioka;Franza
Sabina;Alberta
Do Strzelenki;
Kresowej;5-tej
Podklinie;
Witkowo;
Karnickiego;gen. Aleksandra
Jerza;Antoniego Jacka
Topornickiego;Macieja
Skibniewskiego;księdza Kazimierza
Przyłęk;
Kaczmarek;Barbary
Aleja Letnia;
Skwer Zdrojowy;
Nabrzeże Fant;
Cyganowskiego;Lucjusza Władysława
Gołdy;Antoniego
Kostery;Ludwika
Czarneckiej;Janiny
Cholewskiego;Andrzeja
Rondo Ploërmel;
Gabrysia;Edwarda
Hanusika;Zygmunta
Rondo Zamkowe;
Żdżary;
Odlotowa;
Marcinówek;
Rozlewisko;
Zawadzkich;
Fluorytowa;
Kusego;
Pleska Sadyba;
Przyprawowa;
Haftka;Profesora Jana
Anny Wazówny;
Szuwarkowa;
Działasa;Baltazara
Niezgody;Ks. Piotra
Łejerów;
Dobrego Dnia;
Jeżowicza;ks. Jana
Park Winnica;
Turzyniec;
Aleja Flisaka;
Klimaszki;
Plac Kuźnice;
Aromatyczna;
Okrzemki;
Kępy;
Szwedzka Droga;
Lipinówka;
Odmienna;
Czubacz;
Zdarzec;
Różanecznika;
Wisłockiego;
Rondo Śląskie;
Konkiewicza;Romana
Zinka;Ks. Wojciecha
Kukułka;
Gotowskiego;Krzysztofa
Golloba;Tomasza
Węgrzynek;
Pod Sosenki;
Tokarzowa;
Szosa Jaworowa;
Bonowska;
Al. Słońca;
Warzechy;Ojca Rudolfa
Wiślana Kępa;
Błońskiej;Heleny
Tor kolejowy;
Dolina Rawki;
Aleja Zimowa;
Szymichowskiej;Marii
Skwer Radia 5;
Przesławskiego;Józefa
Najtkowskiego;Michała
Landrynkowa;
Szczepanik;Anny
Ostafińskiego;Ks. Kazimierza
Camusa;Alberta
Samorządowców;
Emmonsa;Franciszka
Deierlinga;Jana
Ziętarskiego;ks. Z.
Do strumyka;
Leśna Polna;
Gawlikowskiego;ks. P. P.
Stanety;ks. Mariana
Plac Patriotów;
Ostrówek Mały;
Niemierskiego;Jana
Gawęckiego;Wincentego
Piaskarzy;
Doby;Aleksandra
Nad Zdrojem;
Łysicka;
Śnieżne Kotły;
Chałupy;ppłk. S.
Dudziewicza;W.
Zajeziorze;
Tomyślaka;Ignacego
Park Suble;
Marokanów;
Famotu;
Wołka;Ks. Antoniego
Przy Kajasówce;
Irlikówka;
Śpiewu Ptaków;
Zalas Biedy;
Remiszewskiego;majora Walerego
Płaczka;Ks.
Panerka;
Jośki;ks. Henryka
Garbsen;
Szeroka Oaza;
Sterańczaka;im. Józefa
Górzystów;
Na Kociołki;
Słomaka;Jana
Binieckiego;Stanisława
Eki z Małeki;
Łebińskiego;Księdza Augustyna
Do Termatu;
Windaka;ks. A.
Ostrówek Duży;
Repińskiego;Ks. Zygmunta
Dolina Rzeki;
Granatowicza;Józefa
Na Górkę;
Brykalskiego;kpt. Stanisława
Radziwonika;por. Anatola
Żelaski;Doktora Józefa
Niwy Lisowskie;
Maja 1791 r.;3
Supernowa;
Leśna Przystań;
Gacy;Leonarda
Sulka;ks. Bolesława
Benecke;Alberta
Zakarczma;
Kupcza;
Siemińskiego;o. Jana
Czernego;mjr. pil. Jana
Węgliniecka;
Malezyjska;
Oleszycka;
Racula-Ciepła;
Gorczycy;Księdza Jana
Ladomierz;
Plac Boboli;
Wronckiej;Stanisławy Zofii
Licealistów;
Piwowarskiego;Ks. Ignacego
Gaynego;Henryka
Plac Bychawski;
Sujkowskiej;dr S.
Ebersa;Henryka
Tercetu ABC;
Fołtyn;Marii
Glogiera;Macieja
Jurczaka;Stefana
Osińskiej;Krystyny
Ignaców;
Maćkówka;
Poczekajka;
Biała droga;
Czernikiewicza;Józefa
Nietuzinkowa;
Bobrańskiego;Bogusława
Pamięci;
Osiedle Ułanów;
Brudnego;Józefa
Uzarowicza;Zygmunta
Park Łabędzi;
Corellego;Arcangela
Al. Zwycięstwa;
Warcisława IV;
Osiedle Garce;
Armii Hallera;
Płotowska;
Perkozów;
Nagajewo;
Achajska;
Otrocz Nowy;
Orion;
Szedla;Piotra
Turewiczów;Franciszki i Feliksa
Kojdera;ks. Franciszka
Krolla;Johanna
Dzidka;ks. Zdzisława
Hanuska;Księdza
Nad Rurzycą;
Abstorskich;
Odrzywołek;Ireny
Na Szczepowa;
Jakubowy Szlak;
Pabicha;Franciszka
Zachnika;Kazimierza
Schattanka;Franciszka
Domsa;Roberta
Kątnego;Księdza Jana
Dworzeckiego;Zdzisława
Toffi;
Bruna;Giordana
Krzewina;
Jeziora;Romana
Mucharskiego;Bolesława
Holszańskiej;Zofii
Borodzicza;Stanisława
Plac Młodych;
Tarły;Jana
Stachurki;Aurelii
Czereśni;
Osiedle Śpiwle;
Belliniego;Vincenza
Suszyckich;
Kończala;ks. Sylwestra
Zucha;
Osowa Góra;
Rondo Św. Rity;
Plac XX-lecia;
Lichtańskiego;Władysława
Dziunikowskich;
Hejmanowskiej;Stefanii
Zapachu Bzu;
Reichera;Michała
Hetmana;Antoniego
Kalenika;Mieczysława
Gradowskiego;harcerza Antolka
Sznarbacha;Sylwestra Antoniego
Dombke;Pawła
Tarasowe;
Myślickiego;Józefa
Klingera;Księdza
M.Konopnickiej;
Hoffmann;Marii Dulcissimy
Płatków Róż;
Lehmanna;Ks. Jana
Latyńska;
Huty Julia;
Sarkowa;
Cieliczanka;
Leśny Brzeg;
Szynkowskiego;Ks. Franciszka
Krotoszyn;
Tęczak;
Węgry;
Producentów;
Kaplera;Józefa
Gniatczyka;ks. Jerzego
Foki;
Albitowa;
Plazmowa;
Zmierzchowa;
Łyczakowska;
Dolina Skawy;
Gerpe;dr. Juliana
Olimpu;
Zagonki;
Żydowskiego;Pawła
Lubańskiego;Włodzimierza
Thieme;Witolda
Hejdy;Tadeusza
Bramy;ppor. Witalisa
Syberyjska;
Witkówki;
Betlejem;
Most Flisaków;
Rondo Beczka;
Źródeł;7
Bednarkiewicza;Księdza Stanisława
Poloka;Józefa
Jastrząbka;
Czubajki;
Pytko;Profesora Stanisława
Plac Sokoła;
Fertaka;ks. Kazimierza
Szylickiego;Księdza
Szajdaka;Stefana
Rondo Powiśla;
Kawkowizna;
Ukryty Raj;
Zimne Wody;
Plac Poznański;
Studzienkowa;
Cytrynu;
Halitowa;
Pogranicza;
Taborówka;
stycznia 1999;19
Plac Batorego;
Wola Cicha;
Zabajska;
Zysmana;dr. Jakuba
Echausta;Ks. Andrzeja
Tomkowida;Ks. Aleksandra
Franasia;Władysława
Zabawowa;
Dawidówka;
Thomasa;Józefa
Cehaka;Gen. Leopolda
Matejczyka;Księdza Wiktora
Gryczpanowa;
Wapienna Góra;
Billa;Majora
Os. Zielone;
Os. Zarębki;
Ossolińska;
Herman;s. Heleny
Koliski;dr mjr Tadeusza
Fiałkowskiego;Kazimierza
Plac Handlowy;
Studzińskich;Filipiny i Konstancji
Cudnych;Janiny i Stanisława
Trzech Grusz;
Rondo Zdrojowe;
Borcza;Księdza Tadeusza
Reymontowska;
Kietlińskiego;ks. Henryka
Csaky'ego;Apoloniusza
Ferensowicza;Prałata
Os. Centrum;
Wdówkowa;
Haniaczyka;Andrzeja
Maja 1950;9
Wiatrówki;
Średnie;
Kosztelowa;
Nad Ilanką;
Osiedle 9 Maja;
Kuropiecka;
Galasowa;
Oleksiak;Haliny
Piegży;
Wertelowska;
Do Gojki;
Knaperka;Ks. Karola
